"TOA5","IFA_Rothrocks","CR800","43769","CR800.Std.32.02","CPU:Blue_River_Rothrocks_Mill.CR8","34027","Rothrocks_15_min"
"TIMESTAMP","RECORD","BattV_Min","BattV_TMn","PTemp_C_Avg","Temperature_Avg","Cond_Avg","Sp_Cond_Avg","Turbidity_Avg","Cable_Pwr_Avg","Lvl_ft_Avg","Temp_F_2_Avg"
"TS","RN","Volts","","Deg C","C","uS/cm","uS/Cm","NTU","volts","feet","deg F"
"","","Min","TMn","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2025-11-26 23:45:00",2076,12.57,"2025-11-26 23:41:00",-0.032,10.71,283.8,390.3,29.26,11.94,3.373,51.4
"2025-11-27 00:00:00",2077,12.56,"2025-11-26 23:57:00",-0.138,10.68,283.3,390,28.92,11.93,3.359,51.36
"2025-11-27 00:15:00",2078,12.56,"2025-11-27 00:03:00",-0.216,10.66,282.9,389.6,28.75,11.93,3.346,51.32
"2025-11-27 00:30:00",2079,12.55,"2025-11-27 00:23:00",-0.29,10.64,282.5,389.4,28.43,11.92,3.332,51.28
"2025-11-27 00:45:00",2080,12.54,"2025-11-27 00:43:00",-0.361,10.62,282.2,389.1,27.98,11.91,3.318,51.24
"2025-11-27 01:00:00",2081,12.54,"2025-11-27 00:46:50",-0.436,10.6,281.9,388.9,27.53,11.9,3.306,51.2
"2025-11-27 01:15:00",2082,12.53,"2025-11-27 01:03:00",-0.503,10.57,281.6,388.7,27.38,11.89,3.292,51.16
"2025-11-27 01:30:00",2083,12.52,"2025-11-27 01:23:00",-0.542,10.55,281.3,388.4,26.83,11.89,3.28,51.12
"2025-11-27 01:45:00",2084,12.51,"2025-11-27 01:43:00",-0.543,10.53,281,388.2,26.82,11.89,3.268,51.09
"2025-11-27 02:00:00",2085,12.5,"2025-11-27 01:47:00",-0.552,10.51,280.6,388,26.69,11.87,3.254,51.05
"2025-11-27 02:15:00",2086,12.49,"2025-11-27 02:09:00",-0.543,10.49,280.3,387.8,26.44,11.87,3.244,51.01
"2025-11-27 02:30:00",2087,12.49,"2025-11-27 02:23:00",-0.503,10.47,279.9,387.5,26.06,11.86,3.232,50.97
"2025-11-27 02:45:00",2088,12.48,"2025-11-27 02:31:00",-0.429,10.45,279.5,387.2,25.95,11.85,3.219,50.93
"2025-11-27 03:00:00",2089,12.47,"2025-11-27 02:53:00",-0.334,10.43,279.1,386.8,25.66,11.84,3.208,50.9
"2025-11-27 03:15:00",2090,12.47,"2025-11-27 03:09:00",-0.238,10.41,278.7,386.4,25.31,11.83,3.196,50.86
"2025-11-27 03:30:00",2091,12.46,"2025-11-27 03:23:00",-0.198,10.38,278.2,386,25.08,11.83,3.185,50.82
"2025-11-27 03:45:00",2092,12.45,"2025-11-27 03:39:00",-0.164,10.36,277.7,385.5,24.8,11.82,3.174,50.78
"2025-11-27 04:00:00",2093,12.44,"2025-11-27 03:57:00",-0.13,10.34,277.2,385,24.84,11.81,3.164,50.74
"2025-11-27 04:15:00",2094,12.44,"2025-11-27 04:02:50",-0.056,10.32,276.6,384.4,24.75,11.81,3.152,50.7
"2025-11-27 04:30:00",2095,12.43,"2025-11-27 04:25:00",0.035,10.3,276,383.8,24.46,11.8,3.14,50.66
"2025-11-27 04:45:00",2096,12.43,"2025-11-27 04:30:50",0.14,10.27,275.4,383.2,24.29,11.8,3.131,50.62
"2025-11-27 05:00:00",2097,12.42,"2025-11-27 04:53:00",0.229,10.25,274.7,382.5,24.11,11.79,3.12,50.58
"2025-11-27 05:15:00",2098,12.41,"2025-11-27 05:02:10",0.223,10.23,274.1,381.8,23.8,11.78,3.109,50.54
"2025-11-27 05:30:00",2099,12.41,"2025-11-27 05:23:00",0.264,10.2,273.4,381.1,23.78,11.78,3.1,50.5
"2025-11-27 05:45:00",2100,12.41,"2025-11-27 05:30:50",0.349,10.18,272.7,380.3,23.79,11.78,3.089,50.45
"2025-11-27 06:00:00",2101,12.39,"2025-11-27 05:53:00",0.373,10.15,271.9,379.6,23.55,11.77,3.078,50.4
"2025-11-27 06:15:00",2102,12.39,"2025-11-27 06:02:50",0.413,10.13,271.2,378.8,23.46,11.76,3.067,50.36
"2025-11-27 06:30:00",2103,12.39,"2025-11-27 06:16:40",0.456,10.1,270.5,378.1,22.9,11.76,3.059,50.31
"2025-11-27 06:45:00",2104,12.39,"2025-11-27 06:37:00",0.426,10.07,269.7,377.2,23.23,11.76,3.049,50.26
"2025-11-27 07:00:00",2105,12.38,"2025-11-27 06:53:00",0.379,10.04,268.9,376.4,22.81,11.75,3.039,50.2
"2025-11-27 07:15:00",2106,12.38,"2025-11-27 07:01:00",0.334,10.01,268,375.6,23.01,11.76,3.03,50.15
"2025-11-27 07:30:00",2107,12.38,"2025-11-27 07:23:00",0.309,9.98,267.3,374.8,22.86,11.75,3.022,50.1
"2025-11-27 07:45:00",2108,12.38,"2025-11-27 07:31:00",0.284,9.96,266.5,373.9,22.64,11.75,3.013,50.05
"2025-11-27 08:00:00",2109,12.38,"2025-11-27 07:47:00",0.244,9.93,265.7,373.2,22.53,11.75,3.003,50
"2025-11-27 08:15:00",2110,12.39,"2025-11-27 08:01:00",0.169,9.9,265,372.3,22.3,11.77,2.994,49.95
"2025-11-27 08:30:00",2111,12.43,"2025-11-27 08:16:50",0.014,9.87,264.2,371.5,22.16,11.81,2.986,49.9
"2025-11-27 08:45:00",2112,12.41,"2025-11-27 08:39:00",-0.138,9.84,263.4,370.7,21.99,11.8,2.977,49.85
"2025-11-27 09:00:00",2113,12.41,"2025-11-27 08:47:00",-0.285,9.81,262.6,369.9,21.82,11.8,2.967,49.79
"2025-11-27 09:15:00",2114,12.54,"2025-11-27 09:00:10",-0.334,9.79,261.9,369.1,21.61,11.96,2.958,49.75
"2025-11-27 09:30:00",2115,12.65,"2025-11-27 09:16:50",-0.159,9.78,261.2,368.3,21.58,12.11,2.95,49.74
"2025-11-27 09:45:00",2116,12.8,"2025-11-27 09:30:40",0.141,9.77,260.6,367.5,21.3,12.21,2.941,49.73
"2025-11-27 10:00:00",2117,12.96,"2025-11-27 09:53:00",0.496,9.77,260.1,366.8,21.19,12.34,2.933,49.72
"2025-11-27 10:15:00",2118,13,"2025-11-27 10:01:00",0.766,"NAN","NAN","NAN","NAN","NAN",2.925,49.71
"2025-11-27 10:30:00",2119,13.05,"2025-11-27 10:17:00",0.985,9.75,258.9,365.3,21.21,12.44,2.917,49.69
"2025-11-27 10:45:00",2120,13.09,"2025-11-27 10:33:00",1.175,9.74,258.3,364.6,20.88,12.48,2.909,49.68
"2025-11-27 11:00:00",2121,13.09,"2025-11-27 10:52:50",1.344,9.74,257.8,363.9,20.66,12.49,2.901,49.67
"2025-11-27 11:15:00",2122,13.08,"2025-11-27 11:01:00",1.48,9.73,257.3,363.2,20.55,12.49,2.893,49.66
"2025-11-27 11:30:00",2123,13.17,"2025-11-27 11:16:50",1.591,9.73,256.8,362.6,20.35,12.55,2.886,49.65
"2025-11-27 11:45:00",2124,13.18,"2025-11-27 11:30:10",1.695,9.72,256.3,361.9,20.26,12.58,2.88,49.65
"2025-11-27 12:00:00",2125,13.22,"2025-11-27 11:46:30",1.815,9.73,255.9,361.4,20.26,12.62,2.871,49.65
"2025-11-27 12:15:00",2126,13.22,"2025-11-27 12:14:50",1.935,9.73,255.5,360.8,20.07,12.61,2.863,49.66
"2025-11-27 12:30:00",2127,13.18,"2025-11-27 12:28:40",2.004,9.73,255.1,360.2,20.12,12.59,2.856,49.65
"2025-11-27 12:45:00",2128,13.18,"2025-11-27 12:30:50",2.037,9.72,254.7,359.6,19.98,12.6,2.848,49.65
"2025-11-27 13:00:00",2129,13.23,"2025-11-27 12:48:40",2.107,9.72,254.3,359.1,19.91,12.63,2.842,49.65
"2025-11-27 13:15:00",2130,13.26,"2025-11-27 13:13:00",2.227,9.73,254,358.5,19.94,12.66,2.834,49.66
"2025-11-27 13:30:00",2131,13.29,"2025-11-27 13:16:10",2.375,9.73,253.6,358,19.64,12.69,2.828,49.67
"2025-11-27 13:45:00",2132,13.22,"2025-11-27 13:38:40",2.582,9.73,253.2,357.5,19.78,12.66,2.821,49.67
"2025-11-27 14:00:00",2133,13.23,"2025-11-27 13:47:00",2.617,9.73,252.9,357,19.81,12.65,2.812,49.66
"2025-11-27 14:15:00",2134,13.3,"2025-11-27 14:00:20",2.893,9.74,252.7,356.6,19.58,12.74,2.805,49.69
"2025-11-27 14:30:00",2135,13.39,"2025-11-27 14:16:10",3.553,9.77,252.5,356.1,19.63,12.8,2.798,49.74
"2025-11-27 14:45:00",2136,13.37,"2025-11-27 14:38:30",4.578,9.79,252.4,355.7,19.48,12.82,2.793,49.78
"2025-11-27 15:00:00",2137,13.29,"2025-11-27 14:56:40",5.187,9.78,252,355.3,19.43,12.77,2.787,49.74
"2025-11-27 15:15:00",2138,13.22,"2025-11-27 15:13:00",5.042,"NAN","NAN","NAN","NAN","NAN",2.778,49.63
"2025-11-27 15:30:00",2139,13.21,"2025-11-27 15:28:50",4.389,9.64,250.6,354.6,19.38,12.62,2.772,49.5
"2025-11-27 15:45:00",2140,13.18,"2025-11-27 15:39:00",3.779,9.61,250.1,354.2,19.26,12.61,2.765,49.44
"2025-11-27 16:00:00",2141,13.18,"2025-11-27 15:57:10",3.295,9.59,249.8,353.9,19.19,12.58,2.759,49.41
"2025-11-27 16:15:00",2142,13.06,"2025-11-27 16:15:00",2.801,9.58,249.4,353.6,19.04,12.52,2.753,49.38
"2025-11-27 16:30:00",2143,12.99,"2025-11-27 16:29:00",2.246,9.54,249,353.3,18.94,12.41,2.747,49.3
"2025-11-27 16:45:00",2144,12.94,"2025-11-27 16:45:00",1.672,9.48,248.4,353.1,18.89,12.35,2.741,49.2
"2025-11-27 17:00:00",2145,12.91,"2025-11-27 16:57:00",1.14,9.42,247.9,352.9,18.77,12.31,2.735,49.1
"2025-11-27 17:15:00",2146,12.88,"2025-11-27 17:15:00",0.702,9.38,247.5,352.7,18.6,12.28,2.729,49.03
"2025-11-27 17:30:00",2147,12.85,"2025-11-27 17:29:00",0.304,"NAN","NAN","NAN","NAN","NAN",2.722,48.96
"2025-11-27 17:45:00",2148,12.84,"2025-11-27 17:39:00",-0.111,9.32,246.7,352.3,18.47,12.22,2.717,48.91
"2025-11-27 18:00:00",2149,12.83,"2025-11-27 17:51:00",-0.509,9.29,246.4,352.1,18.41,12.2,2.71,48.86
"2025-11-27 18:15:00",2150,12.81,"2025-11-27 18:13:00",-0.893,9.26,246.1,352,18.5,12.19,2.704,48.81
"2025-11-27 18:30:00",2151,12.8,"2025-11-27 18:19:00",-1.254,9.23,245.9,351.8,18.32,12.17,2.699,48.76
"2025-11-27 18:45:00",2152,12.79,"2025-11-27 18:35:00",-1.555,9.21,245.6,351.7,18.22,12.17,2.692,48.72
"2025-11-27 19:00:00",2153,12.78,"2025-11-27 18:54:40",-1.819,9.18,245.4,351.6,18.17,12.15,2.686,48.67
"2025-11-27 19:15:00",2154,12.77,"2025-11-27 19:09:00",-2.046,9.15,245.1,351.5,17.73,12.15,2.68,48.62
"2025-11-27 19:30:00",2155,12.76,"2025-11-27 19:29:00",-2.248,9.12,244.9,351.4,17.84,12.13,2.674,48.56
"2025-11-27 19:45:00",2156,12.76,"2025-11-27 19:45:00",-2.428,9.09,244.6,351.4,17.71,12.13,2.669,48.5
"2025-11-27 20:00:00",2157,12.75,"2025-11-27 19:54:50",-2.622,9.05,244.3,351.4,17.69,12.12,2.663,48.44
"2025-11-27 20:15:00",2158,12.74,"2025-11-27 20:13:00",-2.778,9.02,244.1,351.3,17.83,12.12,2.657,48.37
"2025-11-27 20:30:00",2159,12.73,"2025-11-27 20:23:00",-2.903,8.98,243.8,351.3,17.65,12.12,2.651,48.3
"2025-11-27 20:45:00",2160,12.73,"2025-11-27 20:37:00",-3.01,8.94,243.6,351.3,17.59,12.12,2.645,48.24
"2025-11-27 21:00:00",2161,12.72,"2025-11-27 20:56:50",-3.113,8.91,243.3,351.3,17.34,12.12,2.639,48.18
"2025-11-27 21:15:00",2162,12.72,"2025-11-27 21:00:50",-3.213,8.87,243.1,351.4,17.38,12.12,2.634,48.12
"2025-11-27 21:30:00",2163,12.71,"2025-11-27 21:20:50",-3.297,8.84,242.9,351.4,17.39,12.12,2.629,48.06
"2025-11-27 21:45:00",2164,12.69,"2025-11-27 21:44:50",-3.375,8.81,242.7,351.4,17.22,12.12,2.622,48
"2025-11-27 22:00:00",2165,12.69,"2025-11-27 21:49:00",-3.449,8.78,242.6,351.5,17.24,12.12,2.619,47.94
"2025-11-27 22:15:00",2166,12.69,"2025-11-27 22:11:00",-3.522,8.74,242.4,351.6,17.11,12.12,2.613,47.89
"2025-11-27 22:30:00",2167,12.68,"2025-11-27 22:27:00",-3.575,8.71,242.3,351.6,16.94,12.12,2.607,47.83
"2025-11-27 22:45:00",2168,12.67,"2025-11-27 22:45:00",-3.63,8.68,242.1,351.7,16.83,12.12,2.601,47.78
"2025-11-27 23:00:00",2169,12.67,"2025-11-27 22:53:00",-3.683,8.65,242,351.8,16.77,12.12,2.596,47.72
"2025-11-27 23:15:00",2170,12.66,"2025-11-27 23:15:00",-3.744,8.62,241.8,351.9,16.6,12.12,2.589,47.66
"2025-11-27 23:30:00",2171,12.66,"2025-11-27 23:20:50",-3.799,8.59,241.7,352,16.57,12.12,2.585,47.6
"2025-11-27 23:45:00",2172,12.65,"2025-11-27 23:40:50",-3.869,8.55,241.6,352.2,16.41,12.12,2.579,47.55
"2025-11-28 00:00:00",2173,12.65,"2025-11-27 23:58:30",-3.941,8.52,241.4,352.3,16.33,12.1,2.573,47.48
"2025-11-28 00:15:00",2174,12.64,"2025-11-28 00:15:00",-3.991,8.49,241.3,352.5,16.25,12.07,2.568,47.42
"2025-11-28 00:30:00",2175,12.63,"2025-11-28 00:29:00",-4.039,8.45,241.2,352.6,16.13,12.04,2.562,47.36
"2025-11-28 00:45:00",2176,12.63,"2025-11-28 00:33:00",-4.092,8.42,241,352.8,16.1,12.02,2.556,47.3
"2025-11-28 01:00:00",2177,12.62,"2025-11-28 00:59:00",-4.121,8.38,240.9,352.9,16.13,11.99,2.552,47.24
"2025-11-28 01:15:00",2178,12.62,"2025-11-28 01:15:00",-4.155,8.35,240.8,353.1,16.17,11.98,2.546,47.18
"2025-11-28 01:30:00",2179,12.61,"2025-11-28 01:23:00",-4.195,8.31,240.7,353.3,15.99,11.98,2.541,47.12
"2025-11-28 01:45:00",2180,12.61,"2025-11-28 01:44:50",-4.209,8.28,240.6,353.5,15.95,11.98,2.536,47.06
"2025-11-28 02:00:00",2181,12.61,"2025-11-28 01:54:30",-4.228,8.25,240.5,353.6,15.87,11.97,2.53,47
"2025-11-28 02:15:00",2182,12.6,"2025-11-28 02:03:00",-4.267,8.21,240.4,353.8,15.83,11.96,2.524,46.93
"2025-11-28 02:30:00",2183,12.59,"2025-11-28 02:23:00",-4.345,8.18,240.3,354,15.64,11.96,2.519,46.87
"2025-11-28 02:45:00",2184,12.58,"2025-11-28 02:45:00",-4.449,8.15,240.2,354.2,15.61,11.95,2.513,46.81
"2025-11-28 03:00:00",2185,12.59,"2025-11-28 02:53:00",-4.538,8.11,240.1,354.4,15.72,11.95,2.508,46.75
"2025-11-28 03:15:00",2186,12.57,"2025-11-28 03:10:50",-4.597,8.08,240,354.6,15.58,11.94,2.504,46.7
"2025-11-28 03:30:00",2187,12.57,"2025-11-28 03:17:00",-4.631,8.05,239.9,354.7,15.49,11.94,2.499,46.64
"2025-11-28 03:45:00",2188,12.56,"2025-11-28 03:45:00",-4.671,8.01,239.8,354.9,15.47,11.93,2.493,46.58
"2025-11-28 04:00:00",2189,12.56,"2025-11-28 03:53:00",-4.724,7.982,239.7,355.1,15.34,11.93,2.488,46.52
"2025-11-28 04:15:00",2190,12.55,"2025-11-28 04:13:00",-4.771,7.952,239.6,355.3,15.39,11.92,2.483,46.47
"2025-11-28 04:30:00",2191,12.55,"2025-11-28 04:25:00",-4.807,7.924,239.6,355.5,15.31,11.92,2.478,46.42
"2025-11-28 04:45:00",2192,12.54,"2025-11-28 04:43:00",-4.824,7.894,239.5,355.7,15.15,11.91,2.474,46.37
"2025-11-28 05:00:00",2193,12.54,"2025-11-28 04:53:00",-4.795,7.863,239.4,355.9,15.08,11.9,2.469,46.31
"2025-11-28 05:15:00",2194,12.53,"2025-11-28 05:14:50",-4.682,7.831,239.3,356.1,15.08,11.9,2.463,46.25
"2025-11-28 05:30:00",2195,12.52,"2025-11-28 05:28:50",-4.562,7.801,239.2,356.2,14.98,11.89,2.458,46.2
"2025-11-28 05:45:00",2196,12.52,"2025-11-28 05:43:00",-4.512,7.772,239.1,356.4,14.81,11.89,2.454,46.15
"2025-11-28 06:00:00",2197,12.51,"2025-11-28 05:53:00",-4.611,7.742,239.1,356.6,14.85,11.88,2.448,46.09
"2025-11-28 06:15:00",2198,12.51,"2025-11-28 06:08:50",-4.765,"NAN","NAN","NAN","NAN","NAN",2.444,46.04
"2025-11-28 06:30:00",2199,12.5,"2025-11-28 06:29:00",-4.926,7.681,238.9,356.9,14.77,11.87,2.439,45.98
"2025-11-28 06:45:00",2200,12.5,"2025-11-28 06:31:00",-5.067,7.652,238.8,357.1,14.65,11.86,2.434,45.93
"2025-11-28 07:00:00",2201,12.49,"2025-11-28 06:53:00",-5.199,7.624,238.7,357.3,14.56,11.85,2.43,45.88
"2025-11-28 07:15:00",2202,12.48,"2025-11-28 07:11:00",-5.329,7.597,238.7,357.5,14.4,11.84,2.424,45.83
"2025-11-28 07:30:00",2203,12.48,"2025-11-28 07:22:50",-5.47,7.57,238.6,357.7,14.37,11.84,2.42,45.78
"2025-11-28 07:45:00",2204,12.47,"2025-11-28 07:33:00",-5.597,7.541,238.5,357.8,14.39,11.83,2.416,45.73
"2025-11-28 08:00:00",2205,12.47,"2025-11-28 07:46:40",-5.711,7.512,238.5,358.1,14.19,11.84,2.409,45.68
"2025-11-28 08:15:00",2206,12.48,"2025-11-28 08:00:50",-5.751,7.484,238.4,358.2,14.06,11.85,2.407,45.63
"2025-11-28 08:30:00",2207,12.5,"2025-11-28 08:16:40",-5.706,7.46,238.3,358.4,14,11.87,2.402,45.59
"2025-11-28 08:45:00",2208,12.52,"2025-11-28 08:30:50",-5.614,7.436,238.3,358.6,13.87,11.89,2.397,45.55
"2025-11-28 09:00:00",2209,12.55,"2025-11-28 08:47:00",-5.467,7.412,238.2,358.8,13.7,11.93,2.393,45.5
"2025-11-28 09:15:00",2210,12.59,"2025-11-28 09:00:50",-5.184,7.39,238.2,359,13.52,11.96,2.387,45.47
"2025-11-28 09:30:00",2211,12.64,"2025-11-28 09:16:40",-4.794,7.376,238.2,359.1,13.47,12.08,2.382,45.44
"2025-11-28 09:45:00",2212,12.7,"2025-11-28 09:30:30",-4.344,7.368,238.3,359.3,13.44,12.12,2.378,45.43
"2025-11-28 10:00:00",2213,12.77,"2025-11-28 09:46:50",-3.893,7.365,238.4,359.4,13.23,12.15,2.373,45.43
"2025-11-28 10:15:00",2214,12.83,"2025-11-28 10:00:50",-3.42,7.369,238.5,359.6,13.08,12.21,2.369,45.44
"2025-11-28 10:30:00",2215,12.89,"2025-11-28 10:16:40",-3.041,7.378,238.7,359.7,12.96,12.27,2.365,45.45
"2025-11-28 10:45:00",2216,12.93,"2025-11-28 10:30:50",-2.635,7.396,238.9,359.9,12.78,12.31,2.359,45.49
"2025-11-28 11:00:00",2217,12.96,"2025-11-28 10:46:40",-2.109,7.417,239.1,360,12.76,12.34,2.357,45.53
"2025-11-28 11:15:00",2218,12.99,"2025-11-28 11:01:00",-1.666,"NAN","NAN","NAN","NAN","NAN",2.352,45.58
"2025-11-28 11:30:00",2219,13.01,"2025-11-28 11:17:00",-1.245,7.474,239.7,360.3,12.41,12.39,2.348,45.63
"2025-11-28 11:45:00",2220,13.04,"2025-11-28 11:31:00",-0.693,7.507,240,360.4,12.36,12.43,2.345,45.69
"2025-11-28 12:00:00",2221,13.07,"2025-11-28 11:46:30",-0.066,7.542,240.3,360.5,12.29,12.45,2.339,45.75
"2025-11-28 12:15:00",2222,13.08,"2025-11-28 12:02:10",0.493,7.575,240.6,360.6,12.16,12.46,2.337,45.81
"2025-11-28 12:30:00",2223,13.08,"2025-11-28 12:18:50",1.02,7.605,240.9,360.8,12.08,12.46,2.333,45.86
"2025-11-28 12:45:00",2224,13.09,"2025-11-28 12:30:40",1.299,7.625,241.1,360.9,12.02,12.47,2.328,45.9
"2025-11-28 13:00:00",2225,13.1,"2025-11-28 12:46:50",1.4,7.639,241.3,361,11.94,12.47,2.325,45.92
"2025-11-28 13:15:00",2226,13.11,"2025-11-28 13:00:50",1.672,7.654,241.5,361.2,11.83,12.48,2.321,45.95
"2025-11-28 13:30:00",2227,13.11,"2025-11-28 13:23:00",2.133,7.661,241.7,361.3,11.76,12.5,2.317,45.96
"2025-11-28 13:45:00",2228,13.11,"2025-11-28 13:31:00",2.863,7.671,241.8,361.5,11.67,12.49,2.313,45.98
"2025-11-28 14:00:00",2229,13.11,"2025-11-28 13:47:00",3.172,7.679,242,361.6,11.6,12.5,2.309,45.99
"2025-11-28 14:15:00",2230,13.12,"2025-11-28 14:02:50",3.344,7.682,242.1,361.8,11.55,12.51,2.304,46
"2025-11-28 14:30:00",2231,13.15,"2025-11-28 14:17:00",3.403,7.686,242.1,361.7,11.44,12.54,2.3,46
"2025-11-28 14:45:00",2232,13.18,"2025-11-28 14:40:50",3.868,7.682,242.4,362.2,11.41,12.57,2.296,46
"2025-11-28 15:00:00",2233,13.23,"2025-11-28 14:46:30",4.399,7.676,242.5,362.4,11.32,12.62,2.293,45.98
"2025-11-28 15:15:00",2234,13.23,"2025-11-28 15:01:00",4.748,7.663,242.5,362.6,11.28,12.64,2.289,45.96
"2025-11-28 15:30:00",2235,13.15,"2025-11-28 15:26:50",5.019,7.65,242.6,362.8,11.2,12.62,2.286,45.94
"2025-11-28 15:45:00",2236,13.04,"2025-11-28 15:44:50",4.949,7.643,242.7,363,11.14,12.52,2.281,45.92
"2025-11-28 16:00:00",2237,12.98,"2025-11-28 15:58:40",4.415,7.634,242.8,363.3,11.04,12.4,2.277,45.91
"2025-11-28 16:15:00",2238,12.92,"2025-11-28 16:13:00",3.647,7.62,242.8,363.5,10.92,12.33,2.273,45.88
"2025-11-28 16:30:00",2239,12.89,"2025-11-28 16:26:40",2.989,"NAN","NAN","NAN","NAN","NAN",2.27,45.87
"2025-11-28 16:45:00",2240,12.86,"2025-11-28 16:43:00",2.378,7.605,243,364,10.91,12.25,2.267,45.86
"2025-11-28 17:00:00",2241,12.83,"2025-11-28 16:58:50",1.843,"NAN","NAN","NAN","NAN","NAN",2.263,45.84
"2025-11-28 17:15:00",2242,12.8,"2025-11-28 17:13:00",1.31,7.586,243.2,364.4,10.78,12.19,2.259,45.82
"2025-11-28 17:30:00",2243,12.77,"2025-11-28 17:29:00",0.794,7.568,243.2,364.7,10.71,12.16,2.255,45.78
"2025-11-28 17:45:00",2244,12.75,"2025-11-28 17:44:50",0.277,7.54,243.2,364.9,10.65,12.13,2.252,45.74
"2025-11-28 18:00:00",2245,12.74,"2025-11-28 17:59:00",-0.23,7.509,243.2,365.2,10.61,12.12,2.248,45.68
"2025-11-28 18:15:00",2246,12.73,"2025-11-28 18:11:00",-0.693,7.475,243.1,365.4,10.56,12.12,2.244,45.62
"2025-11-28 18:30:00",2247,12.71,"2025-11-28 18:23:00",-1.114,7.439,243,365.7,10.54,12.12,2.241,45.55
"2025-11-28 18:45:00",2248,12.7,"2025-11-28 18:44:50",-1.477,7.401,242.9,365.9,10.53,12.12,2.238,45.48
"2025-11-28 19:00:00",2249,12.69,"2025-11-28 18:58:50",-1.798,7.362,242.8,366.2,10.5,12.12,2.235,45.41
"2025-11-28 19:15:00",2250,12.68,"2025-11-28 19:08:40",-2.08,7.32,242.7,366.5,10.39,12.12,2.23,45.34
"2025-11-28 19:30:00",2251,12.67,"2025-11-28 19:24:30",-2.345,7.279,242.6,366.8,10.33,12.12,2.227,45.26
"2025-11-28 19:45:00",2252,12.65,"2025-11-28 19:41:00",-2.6,"NAN","NAN","NAN","NAN","NAN",2.223,45.19
"2025-11-28 20:00:00",2253,12.64,"2025-11-28 19:53:00",-2.81,7.193,242.4,367.3,10.19,12.06,2.221,45.11
"2025-11-28 20:15:00",2254,12.63,"2025-11-28 20:12:30",-3.009,7.149,242.3,367.6,10.14,12.03,2.216,45.03
"2025-11-28 20:30:00",2255,12.62,"2025-11-28 20:27:00",-3.208,7.106,242.1,367.9,10.09,11.99,2.213,44.95
"2025-11-28 20:45:00",2256,12.61,"2025-11-28 20:41:00",-3.392,7.063,242,368.1,384.6,11.98,2.21,44.88
"2025-11-28 21:00:00",2257,12.6,"2025-11-28 20:58:50",-3.567,7.021,241.9,368.4,10.25,11.96,2.207,44.8
"2025-11-28 21:15:00",2258,12.58,"2025-11-28 21:11:00",-3.728,6.98,241.7,368.6,9.97,11.95,2.203,44.73
"2025-11-28 21:30:00",2259,12.57,"2025-11-28 21:23:00",-3.905,6.941,241.6,368.9,9.91,11.94,2.199,44.66
"2025-11-28 21:45:00",2260,12.56,"2025-11-28 21:41:00",-4.063,6.902,241.5,369.1,9.8,11.93,2.196,44.59
"2025-11-28 22:00:00",2261,12.55,"2025-11-28 21:55:00",-4.202,6.864,242.3,370.8,9.76,11.92,2.193,44.52
"2025-11-28 22:15:00",2262,12.54,"2025-11-28 22:09:00",-4.352,6.824,242.9,372.1,9.63,11.91,2.19,44.45
"2025-11-28 22:30:00",2263,12.53,"2025-11-28 22:27:00",-4.482,6.787,242.8,372.4,9.59,11.9,2.187,44.38
"2025-11-28 22:45:00",2264,12.52,"2025-11-28 22:45:00",-4.621,6.753,242.8,372.6,9.51,11.89,2.184,44.32
"2025-11-28 23:00:00",2265,12.51,"2025-11-28 22:59:00",-4.765,6.722,242.7,372.9,9.42,11.87,2.181,44.27
"2025-11-28 23:15:00",2266,12.5,"2025-11-28 23:08:50",-4.881,"NAN","NAN","NAN","NAN","NAN",2.177,44.21
"2025-11-28 23:30:00",2267,12.49,"2025-11-28 23:29:00",-4.947,6.663,242.6,373.3,9.34,11.86,2.174,44.16
"2025-11-28 23:45:00",2268,12.49,"2025-11-28 23:42:40",-5.021,6.635,242.5,373.5,9.24,11.85,2.171,44.11
"2025-11-29 00:00:00",2269,12.48,"2025-11-28 23:55:00",-5.093,6.607,242.5,373.8,9.19,11.84,2.168,44.06
"2025-11-29 00:15:00",2270,12.47,"2025-11-29 00:07:00",-5.156,6.579,242.4,374,9.16,11.83,2.164,44.01
"2025-11-29 00:30:00",2271,12.46,"2025-11-29 00:19:00",-5.178,6.552,242.4,374.2,9.13,11.83,2.161,43.96
"2025-11-29 00:45:00",2272,12.45,"2025-11-29 00:43:00",-5.178,6.527,242.3,374.4,9.01,11.82,2.158,43.92
"2025-11-29 01:00:00",2273,12.45,"2025-11-29 00:57:00",-5.124,6.508,242.3,374.6,8.97,11.81,2.156,43.89
"2025-11-29 01:15:00",2274,12.44,"2025-11-29 01:11:00",-4.95,6.491,242.3,374.9,8.94,11.81,2.152,43.86
"2025-11-29 01:30:00",2275,12.44,"2025-11-29 01:23:00",-4.762,6.475,241.4,373.6,8.9,11.8,2.15,43.83
"2025-11-29 01:45:00",2276,12.43,"2025-11-29 01:45:00",-4.607,6.458,241.7,374.2,8.85,11.8,2.145,43.8
"2025-11-29 02:00:00",2277,12.43,"2025-11-29 01:49:00",-4.494,6.437,242.2,375.3,8.83,11.79,2.142,43.76
"2025-11-29 02:15:00",2278,12.42,"2025-11-29 02:02:50",-4.471,6.411,242.3,375.7,8.7,11.79,2.138,43.71
