"TOA5","IFA_Rothrocks","CR800","43769","CR800.Std.32.02","CPU:Blue_River_Rothrocks_Mill.CR8","34027","Rothrocks_15_min"
"TIMESTAMP","RECORD","BattV_Min","BattV_TMn","PTemp_C_Avg","Temperature_Avg","Cond_Avg","Sp_Cond_Avg","Turbidity_Avg","Cable_Pwr_Avg","Lvl_ft_Avg","Temp_F_2_Avg"
"TS","RN","Volts","","Deg C","C","uS/cm","uS/Cm","NTU","volts","feet","deg F"
"","","Min","TMn","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2025-11-05 11:00:00",9,13.07,"2025-11-05 10:53:00",17.38,9.97,277.3,389,2.75,12.57,1.207,50.1
"2025-11-05 11:15:00",10,13.11,"2025-11-05 11:00:50",17.21,10.05,277.8,388.8,2.749,12.62,1.206,50.25
"2025-11-05 11:30:00",11,13.33,"2025-11-05 11:16:10",17.32,10.15,278.4,388.5,2.73,12.81,1.204,50.45
"2025-11-05 11:45:00",12,13.45,"2025-11-05 11:30:50",17.56,10.27,279,388.2,2.706,12.93,1.204,50.67
"2025-11-05 12:00:00",13,13.5,"2025-11-05 11:46:20",17.69,10.43,279.9,387.8,2.702,12.98,1.203,50.95
"2025-11-05 12:15:00",14,13.56,"2025-11-05 12:00:50",17.94,10.6,280.8,387.4,2.678,13.04,1.202,51.27
"2025-11-05 12:30:00",15,13.6,"2025-11-05 12:16:30",18.5,10.78,281.9,386.9,2.666,13.07,1.201,51.59
"2025-11-05 12:45:00",16,13.6,"2025-11-05 12:31:10",18.91,10.94,282.8,386.6,2.644,13.1,1.199,51.87
"2025-11-05 13:00:00",17,13.64,"2025-11-05 12:46:30",19.56,11.09,283.7,386.4,2.859,13.12,1.199,52.12
"2025-11-05 13:15:00",18,13.63,"2025-11-05 13:12:50",20.37,11.23,284.5,386.1,2.898,13.13,1.199,52.37
"2025-11-05 13:30:00",19,13.62,"2025-11-05 13:19:00",21.01,11.36,285.3,385.9,2.646,13.1,1.198,52.6
"2025-11-05 13:45:00",20,13.64,"2025-11-05 13:30:40",20.96,11.47,286,385.7,2.628,13.13,1.198,52.79
"2025-11-05 14:00:00",21,13.7,"2025-11-05 13:46:20",20.84,11.56,286.6,385.5,2.615,13.18,1.196,52.94
"2025-11-05 14:15:00",22,13.75,"2025-11-05 14:00:20",20.78,11.63,287,385.4,2.606,13.25,1.195,53.06
"2025-11-05 14:30:00",23,13.85,"2025-11-05 14:16:10",20.84,"NAN","NAN","NAN","NAN","NAN",1.195,53.13
"2025-11-05 14:45:00",24,13.99,"2025-11-05 14:30:10",21.09,11.7,287.5,385.4,2.597,13.51,1.195,53.17
"2025-11-05 15:00:00",25,14.09,"2025-11-05 14:46:20",21.72,11.69,287.5,385.4,2.587,13.62,1.194,53.15
"2025-11-05 15:15:00",26,14.17,"2025-11-05 15:12:30",21.96,11.65,287.3,385.6,2.577,13.66,1.193,53.05
"2025-11-05 15:30:00",27,14.08,"2025-11-05 15:26:50",22.19,11.57,286.8,385.8,2.553,13.64,1.192,52.9
"2025-11-05 15:45:00",28,13.97,"2025-11-05 15:44:40",22.3,11.5,286.5,386.1,2.547,13.52,1.191,52.79
"2025-11-05 16:00:00",29,13.88,"2025-11-05 15:58:50",22.38,11.45,286.3,386.4,2.537,13.41,1.191,52.7
"2025-11-05 16:15:00",30,13.7,"2025-11-05 16:15:00",22.27,11.4,286.2,386.6,2.527,13.32,1.19,52.61
"2025-11-05 16:30:00",31,13.5,"2025-11-05 16:28:50",21.82,11.33,286,387,2.517,13.11,1.188,52.5
"2025-11-05 16:45:00",32,13.34,"2025-11-05 16:45:00",21.32,11.29,285.9,387.3,2.52,12.91,1.188,52.42
"2025-11-05 17:00:00",33,13.27,"2025-11-05 16:58:40",20.62,11.25,285.8,387.6,2.5,12.78,1.187,52.35
"2025-11-05 17:15:00",34,13.22,"2025-11-05 17:14:50",20.02,11.21,285.8,387.9,2.508,12.72,1.186,52.29
"2025-11-05 17:30:00",35,13.18,"2025-11-05 17:29:00",19.38,11.19,285.8,388.2,2.525,12.67,1.186,52.25
"2025-11-05 17:45:00",36,13.14,"2025-11-05 17:44:50",18.58,"NAN","NAN","NAN","NAN","NAN",1.185,52.23
"2025-11-05 18:00:00",37,13.13,"2025-11-05 17:59:00",17.75,11.17,285.9,388.5,2.501,12.6,1.185,52.22
"2025-11-05 18:15:00",38,13.12,"2025-11-05 18:14:50",16.93,11.17,286,388.7,2.509,12.58,1.184,52.22
"2025-11-05 18:30:00",39,13.11,"2025-11-05 18:23:00",16.16,11.17,286.1,388.8,2.517,12.57,1.183,52.23
"2025-11-05 18:45:00",40,13.09,"2025-11-05 18:44:50",15.43,11.18,286.3,389,2.553,12.56,1.182,52.25
"2025-11-05 19:00:00",41,13.07,"2025-11-05 18:56:50",14.76,11.19,286.4,389.1,2.571,12.53,1.18,52.27
"2025-11-05 19:15:00",42,13.06,"2025-11-05 19:15:00",14.17,11.2,286.6,389.1,2.562,12.52,1.179,52.29
"2025-11-05 19:30:00",43,13.05,"2025-11-05 19:26:50",13.65,11.21,286.7,389.2,2.617,12.51,1.178,52.3
"2025-11-05 19:45:00",44,13.04,"2025-11-05 19:42:40",13.18,11.22,286.8,389.3,2.51,12.49,1.178,52.32
"2025-11-05 20:00:00",45,13.01,"2025-11-05 19:58:40",12.72,11.23,287,389.4,2.502,12.48,1.177,52.33
"2025-11-05 20:15:00",46,13,"2025-11-05 20:04:50",12.25,11.23,287.1,389.5,2.485,12.46,1.176,52.35
"2025-11-05 20:30:00",47,13,"2025-11-05 20:29:00",11.84,11.24,287.2,389.6,2.481,12.45,1.176,52.36
"2025-11-05 20:45:00",48,12.99,"2025-11-05 20:36:40",11.45,11.25,287.4,389.7,2.47,12.44,1.174,52.37
"2025-11-05 21:00:00",49,12.97,"2025-11-05 20:57:00",11.08,11.26,287.5,389.9,2.497,12.43,1.173,52.38
"2025-11-05 21:15:00",50,12.96,"2025-11-05 21:13:00",10.72,11.26,287.6,389.9,2.475,12.41,1.172,52.4
"2025-11-05 21:30:00",51,12.94,"2025-11-05 21:25:00",10.4,11.27,287.7,390,2.439,12.4,1.171,52.41
"2025-11-05 21:45:00",52,12.93,"2025-11-05 21:42:30",10.09,11.27,287.8,390.1,2.416,12.39,1.169,52.42
"2025-11-05 22:00:00",53,12.92,"2025-11-05 21:59:00",9.8,11.28,287.9,390.1,2.437,12.38,1.169,52.42
"2025-11-05 22:15:00",54,12.91,"2025-11-05 22:11:00",9.52,11.28,288,390.2,2.464,12.37,1.167,52.43
"2025-11-05 22:30:00",55,12.9,"2025-11-05 22:29:00",9.25,11.28,288,390.3,2.484,12.36,1.166,52.43
"2025-11-05 22:45:00",56,12.89,"2025-11-05 22:42:30",9,11.28,288.1,390.4,2.465,12.34,1.165,52.43
"2025-11-05 23:00:00",57,12.88,"2025-11-05 22:57:00",8.78,"NAN","NAN","NAN","NAN","NAN",1.165,52.43
"2025-11-05 23:15:00",58,12.87,"2025-11-05 23:12:30",8.56,11.28,288.2,390.5,2.437,12.32,1.164,52.42
"2025-11-05 23:30:00",59,12.86,"2025-11-05 23:29:00",8.36,11.27,288.2,390.6,2.427,12.31,1.16,52.42
"2025-11-05 23:45:00",60,12.85,"2025-11-05 23:43:00",8.15,11.27,288.2,390.8,2.419,12.3,1.16,52.4
"2025-11-06 00:00:00",61,12.84,"2025-11-05 23:53:00",7.934,11.25,288.3,390.9,2.402,12.29,1.159,52.38
"2025-11-06 00:15:00",62,12.82,"2025-11-06 00:01:00",7.734,11.24,288.3,391,2.386,12.28,1.157,52.36
"2025-11-06 00:30:00",63,12.81,"2025-11-06 00:28:30",7.53,11.22,288.3,391.2,2.359,12.27,1.156,52.32
"2025-11-06 00:45:00",64,12.81,"2025-11-06 00:41:00",7.326,11.2,288.3,391.4,2.355,12.26,1.156,52.29
"2025-11-06 01:00:00",65,12.8,"2025-11-06 00:57:00",7.12,11.18,288.2,391.6,2.334,12.25,1.155,52.25
"2025-11-06 01:15:00",66,12.8,"2025-11-06 01:01:00",6.905,11.15,288.2,391.8,2.341,12.24,1.156,52.2
"2025-11-06 01:30:00",67,12.8,"2025-11-06 01:17:00",6.682,11.12,288.2,392.1,2.351,12.24,1.157,52.14
"2025-11-06 01:45:00",68,12.79,"2025-11-06 01:39:00",6.474,11.09,288.1,392.3,2.335,12.24,1.156,52.08
"2025-11-06 02:00:00",69,12.78,"2025-11-06 01:51:00",6.271,11.05,288,392.6,2.341,12.23,1.155,52.01
"2025-11-06 02:15:00",70,12.78,"2025-11-06 02:01:00",6.066,11.01,288,392.9,2.337,12.23,1.154,51.94
"2025-11-06 02:30:00",71,12.78,"2025-11-06 02:29:00",5.858,10.97,287.8,393.2,2.341,12.23,1.154,51.86
"2025-11-06 02:45:00",72,12.78,"2025-11-06 02:33:00",5.649,10.92,287.7,393.5,2.32,12.23,1.153,51.78
"2025-11-06 03:00:00",73,12.78,"2025-11-06 02:48:40",5.449,10.88,287.6,393.8,2.304,12.22,1.152,51.69
"2025-11-06 03:15:00",74,12.78,"2025-11-06 03:15:00",5.25,10.82,287.4,394.2,2.299,12.22,1.151,51.6
"2025-11-06 03:30:00",75,12.78,"2025-11-06 03:25:00",5.055,10.77,287.3,394.5,2.292,12.22,1.151,51.5
"2025-11-06 03:45:00",76,12.76,"2025-11-06 03:41:00",4.873,10.72,287.1,394.8,2.291,12.22,1.15,51.4
"2025-11-06 04:00:00",77,12.77,"2025-11-06 03:47:00",4.666,10.66,286.9,395.1,2.324,12.21,1.149,51.3
"2025-11-06 04:15:00",78,12.73,"2025-11-06 04:08:30",4.459,10.6,286.7,395.4,2.315,12.21,1.148,51.19
"2025-11-06 04:30:00",79,12.77,"2025-11-06 04:16:40",4.262,10.54,286.5,395.7,2.329,12.21,1.147,51.09
"2025-11-06 04:45:00",80,12.76,"2025-11-06 04:37:00",4.129,10.49,286.3,396,2.305,12.21,1.146,51
"2025-11-06 05:00:00",81,12.76,"2025-11-06 04:46:40",3.991,10.43,286.1,396.3,2.302,12.21,1.145,50.89
"2025-11-06 05:15:00",82,12.76,"2025-11-06 05:02:40",3.78,10.37,285.8,396.6,2.313,12.21,1.144,50.79
"2025-11-06 05:30:00",83,12.76,"2025-11-06 05:21:00",3.58,10.31,285.6,396.9,2.328,12.21,1.143,50.68
"2025-11-06 05:45:00",84,12.76,"2025-11-06 05:33:00",3.362,10.26,285.3,397.1,2.329,12.2,1.142,50.58
"2025-11-06 06:00:00",85,12.76,"2025-11-06 05:46:30",3.111,10.2,285.1,397.4,2.342,12.2,1.142,50.48
"2025-11-06 06:15:00",86,12.75,"2025-11-06 06:13:00",2.869,10.15,284.8,397.7,2.417,12.19,1.141,50.38
"2025-11-06 06:30:00",87,12.75,"2025-11-06 06:17:00",2.645,10.09,284.6,397.9,2.515,12.19,1.14,50.29
"2025-11-06 06:45:00",88,12.75,"2025-11-06 06:30:40",2.478,10.04,284.4,398.1,2.547,12.19,1.14,50.2
"2025-11-06 07:00:00",89,12.75,"2025-11-06 06:53:00",2.29,9.99,284.1,398.3,2.343,12.19,1.139,50.1
"2025-11-06 07:15:00",90,12.75,"2025-11-06 07:01:00",2.143,9.94,283.9,398.6,2.333,12.19,1.138,50.02
"2025-11-06 07:30:00",91,12.75,"2025-11-06 07:16:50",2.109,9.9,283.8,398.8,2.307,12.19,1.137,49.95
"2025-11-06 07:45:00",92,12.75,"2025-11-06 07:38:50",2.078,9.85,283.5,399,2.31,12.2,1.136,49.86
"2025-11-06 08:00:00",93,12.78,"2025-11-06 07:47:00",2.01,9.81,283.3,399.1,2.285,12.22,1.135,49.78
"2025-11-06 08:15:00",94,12.79,"2025-11-06 08:06:30",1.898,9.76,283,399.2,2.346,12.24,1.133,49.69
"2025-11-06 08:30:00",95,12.81,"2025-11-06 08:16:30",1.799,9.71,282.8,399.4,2.331,12.26,1.132,49.61
"2025-11-06 08:45:00",96,12.84,"2025-11-06 08:30:50",1.786,9.68,282.5,399.4,2.301,12.3,1.134,49.54
"2025-11-06 09:00:00",97,12.87,"2025-11-06 08:46:50",1.903,9.64,282.4,399.5,2.317,12.33,1.134,49.49
"2025-11-06 09:15:00",98,12.92,"2025-11-06 09:00:30",2.279,9.62,282.2,399.6,2.283,12.38,1.133,49.46
"2025-11-06 09:30:00",99,13,"2025-11-06 09:17:00",2.876,9.62,282.1,399.6,2.264,12.45,1.133,49.45
"2025-11-06 09:45:00",100,13.07,"2025-11-06 09:30:20",3.553,9.62,282.1,399.4,2.247,12.54,1.132,49.46
"2025-11-06 10:00:00",101,13.2,"2025-11-06 09:46:10",4.378,9.64,282.2,399.3,2.223,12.66,1.13,49.5
"2025-11-06 10:15:00",102,13.31,"2025-11-06 10:00:10",5.315,9.68,282.4,399.2,2.236,12.78,1.13,49.58
"2025-11-06 10:30:00",103,13.41,"2025-11-06 10:16:40",6.207,9.73,282.6,399,2.216,12.86,1.13,49.67
"2025-11-06 10:45:00",104,13.45,"2025-11-06 10:33:00",7.063,9.8,283,398.8,2.198,12.91,1.129,49.79
"2025-11-06 11:00:00",105,13.49,"2025-11-06 10:46:40",8.11,9.87,283.4,398.5,2.177,12.94,1.129,49.92
"2025-11-06 11:15:00",106,13.51,"2025-11-06 11:01:00",9.52,9.95,283.8,398.3,2.181,12.97,1.128,50.08
"2025-11-06 11:30:00",107,13.53,"2025-11-06 11:21:00",10.93,10.07,284.4,397.9,2.152,12.99,1.126,50.29
"2025-11-06 11:45:00",108,13.54,"2025-11-06 11:39:00",11.92,10.2,285.1,397.5,2.143,12.99,1.126,50.53
"2025-11-06 12:00:00",109,13.53,"2025-11-06 11:46:40",12.62,"NAN","NAN","NAN","NAN","NAN",1.125,50.81
"2025-11-06 12:15:00",110,13.57,"2025-11-06 12:01:00",13.19,10.52,286.9,396.5,2.489,13.03,1.125,51.11
"2025-11-06 12:30:00",111,13.58,"2025-11-06 12:24:50",13.92,10.67,287.7,396.1,2.831,13.04,1.124,51.39
"2025-11-06 12:45:00",112,13.59,"2025-11-06 12:33:00",14.49,10.82,288.5,395.7,2.359,13.05,1.124,51.64
"2025-11-06 13:00:00",113,13.6,"2025-11-06 12:58:50",15.35,10.95,289.3,395.3,2.415,13.06,1.124,51.88
"2025-11-06 13:15:00",114,13.57,"2025-11-06 13:14:50",16.45,11.09,290.1,395,2.119,13.05,1.123,52.12
"2025-11-06 13:30:00",115,13.56,"2025-11-06 13:24:50",17.28,11.21,290.8,394.8,2.077,13.03,1.123,52.34
"2025-11-06 13:45:00",116,13.56,"2025-11-06 13:31:00",17.12,11.31,291.4,394.5,2.055,13.03,1.123,52.51
"2025-11-06 14:00:00",117,13.59,"2025-11-06 13:46:10",16.78,11.38,291.8,394.4,2.071,13.06,1.122,52.63
"2025-11-06 14:15:00",118,13.61,"2025-11-06 14:00:50",16.55,11.43,292.1,394.3,2.053,13.09,1.121,52.71
"2025-11-06 14:30:00",119,13.67,"2025-11-06 14:16:40",16.53,11.44,292.2,394.3,2.039,13.15,1.121,52.73
"2025-11-06 14:45:00",120,13.8,"2025-11-06 14:30:30",16.85,11.43,292.1,394.3,2.019,13.29,1.12,52.7
"2025-11-06 15:00:00",121,13.82,"2025-11-06 14:45:50",17.64,11.39,291.9,394.4,2.029,13.33,1.119,52.63
"2025-11-06 15:15:00",122,13.9,"2025-11-06 15:01:00",18.06,11.31,291.5,394.6,2.036,13.42,1.119,52.47
"2025-11-06 15:30:00",123,13.82,"2025-11-06 15:26:20",18.56,11.19,290.7,394.9,2.023,13.37,1.119,52.24
"2025-11-06 15:45:00",124,13.75,"2025-11-06 15:44:50",18.66,11.07,290.1,395.2,2.022,13.27,1.118,52.04
"2025-11-06 16:00:00",125,13.66,"2025-11-06 15:59:00",18.6,10.97,289.6,395.5,2.014,13.19,1.118,51.87
"2025-11-06 16:15:00",126,13.49,"2025-11-06 16:15:00",18.24,10.87,289.1,395.9,2.034,13.08,1.117,51.67
"2025-11-06 16:30:00",127,13.35,"2025-11-06 16:28:50",17.45,10.75,288.6,396.5,1.989,12.91,1.115,51.47
"2025-11-06 16:45:00",128,13.27,"2025-11-06 16:45:00",16.61,10.67,288.2,396.9,2.005,12.78,1.115,51.32
"2025-11-06 17:00:00",129,13.23,"2025-11-06 16:58:50",15.83,10.59,287.9,397.3,2.003,12.71,1.114,51.18
"2025-11-06 17:15:00",130,13.2,"2025-11-06 17:13:00",15.05,10.52,287.7,397.7,2.017,12.67,1.114,51.05
"2025-11-06 17:30:00",131,13.16,"2025-11-06 17:28:50",14.29,10.46,287.5,398,1.995,12.64,1.113,50.96
"2025-11-06 17:45:00",132,13.13,"2025-11-06 17:44:50",13.53,10.42,287.3,398.2,1.998,12.6,1.113,50.88
"2025-11-06 18:00:00",133,13.12,"2025-11-06 17:59:00",12.79,10.39,287.2,398.4,1.993,12.58,1.113,50.83
"2025-11-06 18:15:00",134,13.11,"2025-11-06 18:13:00",12.08,10.37,287.2,398.6,2.036,12.57,1.112,50.79
"2025-11-06 18:30:00",135,13.09,"2025-11-06 18:29:00",11.41,10.35,287.1,398.7,2.037,12.55,1.112,50.76
"2025-11-06 18:45:00",136,13.08,"2025-11-06 18:41:00",10.78,10.34,287.1,398.8,2.037,12.54,1.113,50.73
"2025-11-06 19:00:00",137,13.07,"2025-11-06 18:56:50",10.18,10.33,287.1,398.9,2.03,12.52,1.112,50.72
"2025-11-06 19:15:00",138,13.06,"2025-11-06 19:06:40",9.62,10.32,287.1,398.9,2.013,12.51,1.112,50.71
"2025-11-06 19:30:00",139,13.05,"2025-11-06 19:23:00",9.1,10.31,287,398.9,2.019,12.5,1.112,50.69
"2025-11-06 19:45:00",140,13.04,"2025-11-06 19:43:00",8.63,10.31,287,398.9,2.015,12.49,1.111,50.68
"2025-11-06 20:00:00",141,13.03,"2025-11-06 19:59:00",8.2,10.3,286.9,398.9,1.986,12.48,1.111,50.67
"2025-11-06 20:15:00",142,13.02,"2025-11-06 20:15:00",7.788,10.29,286.9,399,1.988,12.47,1.11,50.66
"2025-11-06 20:30:00",143,13.02,"2025-11-06 20:16:30",7.426,10.28,286.8,399,1.971,12.47,1.11,50.64
"2025-11-06 20:45:00",144,13,"2025-11-06 20:39:00",7.092,10.28,286.8,399.1,1.971,12.46,1.109,50.63
"2025-11-06 21:00:00",145,12.98,"2025-11-06 20:59:00",6.763,10.27,286.8,399.1,1.97,12.44,1.108,50.62
"2025-11-06 21:15:00",146,13.01,"2025-11-06 21:00:10",6.455,10.26,286.8,399.1,1.953,12.44,1.107,50.61
"2025-11-06 21:30:00",147,13.01,"2025-11-06 21:26:00",6.208,10.26,286.8,399.1,1.959,12.43,1.107,50.61
"2025-11-06 21:45:00",148,12.99,"2025-11-06 21:42:00",6.036,10.27,286.8,399.1,1.955,12.42,1.108,50.61
"2025-11-06 22:00:00",149,12.97,"2025-11-06 21:46:50",5.834,10.27,286.8,399.1,1.961,12.41,1.107,50.62
"2025-11-06 22:15:00",150,12.98,"2025-11-06 22:12:00",5.604,10.27,286.8,399.1,1.941,12.41,1.107,50.62
"2025-11-06 22:30:00",151,12.97,"2025-11-06 22:30:00",5.373,10.27,286.8,399,1.953,12.39,1.106,50.62
"2025-11-06 22:45:00",152,12.96,"2025-11-06 22:45:00",5.144,10.27,286.8,399,1.971,12.39,1.105,50.62
"2025-11-06 23:00:00",153,12.92,"2025-11-06 22:47:00",4.955,10.27,286.7,399,2.437,12.37,1.105,50.62
"2025-11-06 23:15:00",154,12.94,"2025-11-06 23:14:10",4.783,10.27,286.7,398.9,1.989,12.37,1.105,50.62
"2025-11-06 23:30:00",155,12.94,"2025-11-06 23:26:00",4.627,10.27,286.7,398.9,1.981,12.36,1.105,50.62
"2025-11-06 23:45:00",156,12.89,"2025-11-06 23:45:00",4.494,10.27,286.7,398.9,1.964,12.35,1.104,50.62
"2025-11-07 00:00:00",157,12.89,"2025-11-06 23:49:00",4.377,10.27,286.7,398.9,1.947,12.33,1.104,50.62
"2025-11-07 00:15:00",158,12.91,"2025-11-07 00:02:00",4.286,10.27,286.7,398.9,1.923,12.33,1.103,50.62
"2025-11-07 00:30:00",159,12.89,"2025-11-07 00:29:00",4.205,10.27,286.7,398.9,1.931,12.32,1.102,50.61
"2025-11-07 00:45:00",160,12.85,"2025-11-07 00:42:30",4.131,10.26,286.7,399,1.946,12.31,1.102,50.6
"2025-11-07 01:00:00",161,12.86,"2025-11-07 00:56:30",4.067,10.26,286.7,399.1,1.93,12.29,1.101,50.59
"2025-11-07 01:15:00",162,12.87,"2025-11-07 01:10:00",4.021,10.25,286.7,399.2,1.933,12.29,1.1,50.58
"2025-11-07 01:30:00",163,12.85,"2025-11-07 01:24:00",3.985,10.24,286.7,399.2,1.917,12.28,1.1,50.56
"2025-11-07 01:45:00",164,12.85,"2025-11-07 01:38:00",3.978,10.23,286.7,399.4,1.929,12.27,1.099,50.54
"2025-11-07 02:00:00",165,12.81,"2025-11-07 01:46:50",3.99,10.22,286.7,399.5,1.899,12.25,1.098,50.52
"2025-11-07 02:15:00",166,12.84,"2025-11-07 02:04:00",4.163,10.22,286.8,399.7,1.917,12.25,1.098,50.52
"2025-11-07 02:30:00",167,12.83,"2025-11-07 02:20:00",4.397,10.21,286.9,399.9,1.917,12.25,1.097,50.51
"2025-11-07 02:45:00",168,12.82,"2025-11-07 02:36:00",4.602,10.2,287,400.1,1.921,12.24,1.097,50.49
"2025-11-07 03:00:00",169,12.79,"2025-11-07 02:46:50",4.797,10.19,287.1,400.4,1.922,12.23,1.097,50.48
"2025-11-07 03:15:00",170,12.81,"2025-11-07 03:14:00",4.901,10.18,287.2,400.6,1.943,12.24,1.097,50.44
"2025-11-07 03:30:00",171,12.81,"2025-11-07 03:28:00",4.923,10.15,287.2,400.8,1.931,12.24,1.097,50.4
"2025-11-07 03:45:00",172,12.81,"2025-11-07 03:32:00",4.92,10.13,287.2,401.1,1.928,12.23,1.096,50.35
"2025-11-07 04:00:00",173,12.81,"2025-11-07 03:50:00",4.99,10.1,287.2,401.4,1.944,12.23,1.096,50.32
"2025-11-07 04:15:00",174,12.81,"2025-11-07 04:14:00",5.188,10.09,287.3,401.7,1.939,12.23,1.095,50.29
"2025-11-07 04:30:00",175,12.78,"2025-11-07 04:29:00",5.407,10.07,287.3,402,1.934,12.23,1.095,50.25
"2025-11-07 04:45:00",176,12.8,"2025-11-07 04:36:40",5.541,10.04,287.3,402.3,1.963,12.23,1.094,50.2
"2025-11-07 05:00:00",177,12.8,"2025-11-07 04:54:00",5.591,10.01,287.3,402.5,1.974,12.23,1.094,50.15
"2025-11-07 05:15:00",178,12.78,"2025-11-07 05:14:50",5.573,9.98,287.3,402.8,2.084,12.23,1.093,50.1
"2025-11-07 05:30:00",179,12.8,"2025-11-07 05:16:00",5.591,9.95,287.4,403.3,2.084,12.22,1.092,50.04
"2025-11-07 05:45:00",180,12.78,"2025-11-07 05:30:50",5.699,9.92,287.4,403.6,1.955,12.22,1.09,50
"2025-11-07 06:00:00",181,12.77,"2025-11-07 05:46:40",6.007,9.91,287.4,403.8,1.951,12.21,1.089,49.97
"2025-11-07 06:15:00",182,12.76,"2025-11-07 06:10:40",6.419,9.9,287.5,404,1.935,12.21,1.088,49.95
"2025-11-07 06:30:00",183,12.76,"2025-11-07 06:19:00",6.945,9.89,287.6,404.3,1.988,12.21,1.087,49.93
"2025-11-07 06:45:00",184,12.76,"2025-11-07 06:31:00",7.621,9.89,287.8,404.6,2.201,12.21,1.087,49.94
"2025-11-07 07:00:00",185,12.77,"2025-11-07 06:46:50",8.47,9.89,288,404.8,1.933,12.22,1.086,49.95
"2025-11-07 07:15:00",186,12.77,"2025-11-07 07:14:20",9.25,9.89,288.1,405,1.895,12.23,1.086,49.94
"2025-11-07 07:30:00",187,12.77,"2025-11-07 07:22:50",10.05,9.9,288.3,405.3,1.891,12.22,1.086,49.95
"2025-11-07 07:45:00",188,12.78,"2025-11-07 07:37:00",10.76,9.9,288.5,405.5,1.892,12.24,1.085,49.96
"2025-11-07 08:00:00",189,12.8,"2025-11-07 07:46:50",11.4,9.9,288.6,405.6,1.877,12.26,1.085,49.95
"2025-11-07 08:15:00",190,12.83,"2025-11-07 08:02:20",12.04,9.9,288.7,405.7,1.858,12.32,1.084,49.97
"2025-11-07 08:30:00",191,12.88,"2025-11-07 08:17:00",12.82,9.93,289,405.8,1.869,12.34,1.084,50.02
"2025-11-07 08:45:00",192,12.93,"2025-11-07 08:30:10",13.35,9.96,289.2,405.8,1.87,12.41,1.084,50.08
"2025-11-07 09:00:00",193,12.83,"2025-11-07 08:59:00",13.63,9.99,289.4,405.7,1.851,12.41,1.085,50.14
"2025-11-07 09:15:00",194,12.8,"2025-11-07 09:07:00",13.95,"NAN","NAN","NAN","NAN","NAN",1.085,50.18
"2025-11-07 09:30:00",195,12.81,"2025-11-07 09:25:00",13.96,10.05,289.5,405.2,1.843,12.27,1.087,50.24
"2025-11-07 09:45:00",196,12.81,"2025-11-07 09:38:50",13.82,10.09,288.1,402.7,1.97,12.27,1.1,50.31
"2025-11-07 10:00:00",197,12.83,"2025-11-07 09:46:30",13.71,10.11,288,402.5,1.954,12.29,1.102,50.33
"2025-11-07 10:15:00",198,12.82,"2025-11-07 10:05:00",13.62,10.12,288.4,403,1.903,12.29,1.1,50.35
"2025-11-07 10:30:00",199,12.84,"2025-11-07 10:16:40",13.54,10.13,288.5,402.9,1.888,12.33,1.098,50.38
"2025-11-07 10:45:00",200,12.91,"2025-11-07 10:34:50",13.55,10.16,288.5,402.6,1.873,12.39,1.098,50.43
"2025-11-07 11:00:00",201,12.93,"2025-11-07 10:58:50",13.67,10.19,288.8,402.7,1.873,12.42,1.097,50.47
"2025-11-07 11:15:00",202,12.92,"2025-11-07 11:00:40",13.83,10.21,289.3,403.2,1.858,12.39,1.097,50.52
"2025-11-07 11:30:00",203,12.89,"2025-11-07 11:27:00",14.01,10.24,289.7,403.5,1.846,12.38,1.097,50.57
"2025-11-07 11:45:00",204,12.85,"2025-11-07 11:42:30",14.18,10.27,290,403.5,1.819,12.34,1.097,50.62
"2025-11-07 12:00:00",205,12.86,"2025-11-07 11:54:50",14.27,10.29,290.2,403.6,1.805,12.33,1.096,50.66
"2025-11-07 12:15:00",206,12.89,"2025-11-07 12:00:20",14.39,10.31,290.4,403.7,1.873,12.37,1.095,50.7
"2025-11-07 12:30:00",207,12.97,"2025-11-07 12:23:00",14.57,10.34,290.6,403.7,2.233,12.43,1.094,50.75
"2025-11-07 12:45:00",208,12.98,"2025-11-07 12:45:00",14.83,10.36,290.8,403.7,2.109,12.46,1.094,50.8
"2025-11-07 13:00:00",209,12.95,"2025-11-07 12:58:50",15.02,10.39,291.1,403.8,1.973,12.42,1.092,50.84
"2025-11-07 13:15:00",210,12.95,"2025-11-07 13:00:30",15.19,10.42,291.5,404,1.795,12.43,1.092,50.89
"2025-11-07 13:30:00",211,13.03,"2025-11-07 13:16:10",15.37,10.45,291.7,404,1.769,12.53,1.091,50.95
"2025-11-07 13:45:00",212,13.16,"2025-11-07 13:30:50",15.62,10.49,291.9,403.8,1.754,12.71,1.09,51.04
"2025-11-07 14:00:00",213,13.12,"2025-11-07 13:59:50",15.92,10.54,292.2,403.7,1.739,12.66,1.089,51.11
"2025-11-07 14:15:00",214,12.98,"2025-11-07 14:13:00",16.1,10.56,292.3,403.5,1.769,12.51,1.089,51.15
"2025-11-07 14:30:00",215,13.03,"2025-11-07 14:15:10",16.21,10.58,292.4,403.5,1.746,12.59,1.088,51.19
"2025-11-07 14:45:00",216,13.35,"2025-11-07 14:30:30",16.43,10.63,292.6,403.2,1.727,12.9,1.086,51.29
"2025-11-07 15:00:00",217,13.5,"2025-11-07 14:46:50",16.83,10.7,292.8,402.8,1.725,13,1.086,51.42
